10,49.243,185.85,171.62,155.98
12.5,57.363,201.74,171.58,131.52
15,66.677,177.82,150.57,179.96
17.5,81.61,83.873,120.33,253.41
20,92.683,64.009,155.68,249.42
22.5,112.99,121.62,211.2,255
25,133.72,202.47,227.87,215.36
27.5,156.61,185.41,188.58,127.08
30,163.2,206.9,196.16,126.89
35,201.4,253.77,127.97,158.88
40,273.88,59.299,104.82,254.97
