23,191.03,197.6,186.61
49.243,185.85,171.62,155.98
57.363,201.74,171.58,131.52
66.677,177.82,150.57,179.96
81.61,83.873,120.33,253.41
92.683,64.009,155.68,249.42
112.99,121.62,211.2,255
133.72,202.47,227.87,215.36
156.61,185.41,188.58,127.08
163.2,206.9,196.16,126.89
201.4,253.77,127.97,158.88
273.88,59.299,104.82,254.97
288,119.59,208.63,76.706
291,21.082,171.97,146.47
296,48.729,186.39,131.46
325,217.77,189.87,92.327
342,235.53,93.6,217.86
475,229.22,118.57,204.07
