1,325,217.77,189.87,92.327
2,342,235.53,93.6,217.86
3,288,119.59,208.63,76.706
4,475,229.22,118.57,204.07
5,291,21.082,171.97,146.47
6,296,48.729,186.39,131.46
7,23,191.03,197.6,186.61
